All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value (CADmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Geographic Locations [Target/Issuer],Business Description [Target/Issuer],Exchange Country [Primary Listing] [Target/Issuer],Exchange Country [Secondary Listings] [Target/Issuer]
08/28/2019,MedX Health Corp (TSXV:MDX),TSXV:MDX,Private Placement,Announced, 2.0 ,-,-,IQTR634890946,Health Care (Primary),Canada (Primary),"MedX Health Corp., a medical device and software company, develops, manufactures, and markets skin related screening tools and phototherapy devices for pain relief and tissue repair in North America, Europe, and Asia. The company offers SIAscopy, a medical device technology that is used to scan skin for suspicious moles and lesions; and phototherapeutic medical devices, which use light energy in lower-level laser and LED to provide treatment for pain and tissue damage in the rehabilitation market. Its product portfolio includes SIMSYS, a skin analysis system; MoleMate, a non-invasive screening device that is designed for general practitioners and skin specialists; and SIAMETRICS, a skin visualization and measurement technology that allows cosmetic formulators and active ingredient manufacturers to measure and quantify the concentrations of melanin, haemoglobin, and collagen in living human skin. The company also provides rehab laser console systems, dental laser console systems, oralase portable laser probes, MedX home treatment systems, and rehab portable lasers. In addition, it operates DermSecure telemedicine platform that enables the Web-based operation of SIAscopy scanning technology and allows the company to deploy its technology in networks of third-party locations from which patients’ mole and lesion scans can be connected to specialist physicians for remote assessment. The company was incorporated in 1999 and is headquartered in Mississauga, Canada.","TSXV:MDX
Company: MedX Health Corp
(IQT41570448) - Canada",-
08/23/2019,ESSA Pharma Inc. (TSXV:EPI),TSXV:EPI,Public Offering,Closed, 47.81 ,-,-,IQTR634241377,Health Care (Primary),Canada (Primary),"ESSA Pharma Inc., a pharmaceutical company, focuses on the development of small molecule drugs for the treatment of prostate cancer. The company was founded in 2009 and is headquartered in Vancouver, Canada.","TSXV:EPI
Company: ESSA Pharma Inc.
(IQT282860074) - Canada",-
08/21/2019,Helix BioPharma Corp. (TSX:HBP),TSX:HBP,Private Placement,Closed, 6.24 ,-,-,IQTR633969506,Health Care (Primary),Canada (Primary),"Helix BioPharma Corp., an immune-oncology company, focuses on the development of cancer drugs in Canada. It is developing L-DOS47 for the treatment of non-squamous small cell lung cancer; V-DOS47 that targets the vascular epithelial growth factor receptor 2; and chimeric antigen receptor T-cell (CAR-T) therapeutic for the treatment of hematological and solid tumors. Helix BioPharma Corp. has collaboration agreements with Moffitt Cancer Center to investigate the pharmacodynamics of L-DOS47 and determine the benefits of combining L-DOS47 with immune checkpoint inhibitors; and with ProMab Biotechnologies, Inc. to develop novel antibody and chimeric antigen receptor T-cell therapy for hematological malignancies, as well as a collaborative research agreement with Affilogic to assess proprietary anti-tumor targeting agents in combination with DOS47. The company is headquartered in Richmond Hill, Canada.","TSX:HBP
Company: Helix BioPharma Corp.
(IQT2618189) - Canada",-
08/21/2019,Devonian Health Group Inc. (TSXV:GSD),TSXV:GSD,Private Placement,Announced, 5.0 ,-,-,IQTR634023542,Health Care (Primary),Canada (Primary),"Devonian Health Group Inc., a pharmaceutical company, engages in the development of botanical drugs. Its lead product candidate is Thykamine, which is in Phase II clinical trials for the treatment of ulcerative colitis and atopic dermatitis. It also develops value-added products for dermo-cosmetics. The company was incorporated in 2013 and is headquartered in Québec, Canada.","TSXV:GSD
Company: Devonian Health Group Inc.
(IQT431508091) - Canada",-
08/19/2019,iCo Therapeutics Inc. (TSXV:ICO),TSXV:ICO,Private Placement,Closed, 2.06 ,-,-,IQTR633682829,Health Care (Primary),Canada (Primary),"iCo Therapeutics Inc., a biotechnology company, focuses on the identification, development, and commercialization of drug candidates to treat sight and life threatening diseases. Its in-licensed product candidates include iCo-008, a human monoclonal antibody, which is in Phase II clinical trial to treat ulcerative colitis and bullous pemphigoid; and Oral AmpB Delivery System, an oral formulation of Amphotericin B that is in clinical stage for the treatment of systemic fungal and parasitic infections. The company was founded in 2005 and is headquartered in Vancouver, Canada.","TSXV:ICO
Company: iCo Therapeutics Inc.
(IQT39861103) - Canada",-
08/16/2019,VentriPoint Diagnostics Ltd. (TSXV:VPT),TSXV:VPT,Private Placement,Closed, 0.703 ,-,-,IQTR633624110,Health Care (Primary),Canada (Primary),"Ventripoint Diagnostics Ltd., a medical device company, develops and commercializes diagnostic tools that monitor patients with heart disease primarily in Canada, the United States, and Europe. The company offers Ventripoint Medical System, a medical imaging system that is used to generate three-dimensional models with critical volume and functional measurements of a patient’s heart chambers. It also develops a suite of applications for various heart diseases and imaging modalities, including congenital heart diseases, left or right heart failure, and normal hearts. The company is headquartered in Toronto, Canada.","TSXV:VPT
Company: VentriPoint Diagnostics Ltd.
(IQT37361106) - Canada",-
08/16/2019,Camarico Investment Group Ltd. (CNSX:CIG),CNSX:CIG,Private Placement,Announced, 5.0 ,-,-,IQTR633726461,Health Care (Primary),Canada (Primary),"Camarico Investment Group Ltd., together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in Canada. The company is also involved in the oil and gas production business; and disposal/injection operations. In addition, it produces methanol and converts methanol to other products. Further, the company engages in the procurement, terminaling, sale, and transportation of petroleum, natural gas, fuel, and petrochemical commodities in North America. The company was formerly known as Cerus Energy Group Ltd. and changed its name to Camarico Investment Group Ltd. in June 2019. Camarico Investment Group Ltd. was incorporated in 1996 and is headquartered in Nanton, Canada.","CNSX:CIG
Company: Camarico Investment Group Ltd.
(IQT23498757) - Canada",-
08/14/2019,Cognetivity Neurosciences Ltd. (CNSX:CGN),CNSX:CGN,Private Placement,Closed, 0.168 ,-,-,IQTR633348903,Health Care (Primary),Canada (Primary),"Cognetivity Neurosciences Ltd. operates as a healthcare company. It develops integrated cognitive assessment, a cognitive testing platform, which includes visual stimulus based diagnostic test and artificial intelligence tools to support the early detection and monitoring of cognitive impairment in neurodegenerative diseases, such as Alzheimer’s and dementia. The company is headquartered in Vancouver, Canada.","CNSX:CGN
Company: Cognetivity Neurosciences Ltd.
(IQT556284961) - Canada",-
08/13/2019,Oncolytics Biotech Inc. (TSX:ONC),TSX:ONC,Public Offering,Closed, 4.97 ,-,-,IQTR633122941,Health Care (Primary),Canada (Primary),"Oncolytics Biotech Inc., a development stage biopharmaceutical company, focuses on the discovery and development of pharmaceutical products for the treatment of cancer. Its lead product is pelareorep, an immuno-oncology viral-agent for the treatment of solid tumors and hematological malignancies. The company has co-development agreement with Merck KGaA and Pfizer Inc. to co-develop pelareorep in combination with paclitaxel and avelumab, a human anti-PD-L1 antibody for the treatment of hormone-receptor positive, human epidermal growth factor 2-negative metastatic breast cancer. It has collaboration with PrECOG LLC. Oncolytics Biotech Inc. was founded in 1998 and is headquartered in Calgary, Canada.","TSX:ONC
Company: Oncolytics Biotech Inc.
(IQT2635856) - Canada",-
08/12/2019,TSO3 Inc. (TSX:TOS),TSX:TOS,Merger/Acquisition,Closed, 65.11 ,9402-4874 Québec Inc.,-,IQTR632925410,Health Care (Primary),Canada (Primary),"TSO3 Inc. engages in the research, development, production, maintenance, sale, and licensing of sterilization processes, related consumable supplies, and accessories for heat and moisture sensitive medical devices worldwide. Its principal product is the STERIZONE VP4 sterilizer, a dual sterilant, low temperature sterilization system that utilizes vaporized hydrogen peroxide and ozone that is marketed in Canada and the United States. In addition, it offers services related to the maintenance of sterilization equipment and compatibility testing of medical devices. TSO3 Inc. was founded in 1998 and is headquartered in Quebec, Canada. As of October 1, 2019, TSO3 Inc. operates as a subsidiary of 9402-4874 Québec Inc.","TSX:TOS
Company: TSO3 Inc.
(IQT4056377) - Canada",-
08/12/2019,EGF Theramed Health Corp. (CNSX:TMED),CNSX:TMED,Private Placement,Closed, 0.35 ,-,-,IQTR633629119,Health Care (Primary),Canada (Primary),"EGF Theramed Health Corp. operates as a technology company that provides automated biomedical care online services for common health problems. It provides Fully Automated Signal Transduction, a medical device, which monitors blood pressure, as well as enables physiologically interactive health apps used in testing, tracking, and treating common health conditions. The company also offers Electro-Physiologically Interactive Computing (EPIC) system, an online system. Its EPIC serves people interested in normalizing blood pressure, blood glucose, and body weight and skin conditions. The company was formerly known as Theramed Health Corporation and changed its name to EGF Theramed Health Corp. in October 2019. EGF Theramed Health Corp. was incorporated in 2011 and is headquartered in Richmond, Canada.","CNSX:TMED
Company: EGF Theramed Health Corp.
(IQT246550060) - Canada",-
08/09/2019,Aquarius Surgical Technologies Inc. (CNSX:ASTI),CNSX:ASTI,Private Placement,Announced, 2.5 ,-,-,IQTR632726892,Health Care (Primary),Canada (Primary),"Aquarius Surgical Technologies Inc., through its subsidiary, Surgical Lasers Inc., engages in the development, sale, distribution, marketing, and exploitation of laser-driven technologies in for use in surgical environments, principally in the field of urology in North America. It provides multi-diode laser systems and related fibre-optic delivery devices for minimally invasive treatment of benign prostatic hyperplasia. The company also offers solutions comprising clinical education, service, support, and maintenance, as well as consumables. The company was formerly known as Aquarius Coatings Inc. Aquarius Surgical Technologies Inc. was incorporated in 1986 and is based in Toronto, Canada.","CNSX:ASTI
Company: Aquarius Surgical Technologies Inc.
(IQT536082025) - Canada",-
08/01/2019,Covalon Technologies Ltd. (TSXV:COV),TSXV:COV,Private Placement,Closed, 5.5 ,Chord Management Inc; Almada Inc.,-,IQTR631623912,Health Care (Primary),Canada (Primary),"Covalon Technologies Ltd., an advanced medical technologies company, researches, develops, manufactures, commercializes, and licenses medical technologies and products in the United States, Canada, Europe, the Middle East, Asia, Latin America, and internationally. The company has three proprietary platform technologies, including collagen matrix platform that is used to manufacture a family of products that treat chronic and infected wounds, such as diabetic ulcers, pressure ulcers, venous ulcers, donor and graft sites, traumatic wounds healing by secondary intention, dehisced surgical wounds, and first and second degree burns; antimicrobial silicone adhesive platform, which is used in a family of pre and post-surgical, and vascular access products that are designed to kill bacteria or yeast that comes into contact with the antimicrobial silicone; and medical coating platform, a proprietary process that utilizes photo-polymerization to create active grafting sites where new polymer chains are initiated and propagated from the surface of an existing medical device. It sells wound care dressing, surgical and peri-operative, and infection management products under the Covalon brand name. The company also offers development contracts, licensing agreements, and distribution contracts services. It provides its technologies, products, and services to various health care providers, such as hospitals, wound care centers, burn centers, extended/alternate care and acute care facilities, home health care agencies, and physicians’ offices. Covalon Technologies Ltd. is headquartered in Mississauga, Canada.","TSXV:COV
Company: Covalon Technologies Ltd.
(IQT13433026) - Canada",-
