Deal ID,Company Name,Deal Date,Deal Type,Deal Type 2,Deal Size,Post Valuation,Deal Synopsis,Deal Status,Financing Status,Business Status,Investors,Primary Industry Code,Verticals,Description,HQ Location,Company Website,PitchBook Link
122283-73T,Venus Concept Canada,14-Aug-2019,Later Stage VC,,15.00,,"The company raised $15 million of venture funding in the form of convertible debt from HealthQuest Capital and other undisclosed investors on August 14, 2019.",Completed,Venture Capital-Backed,Generating Revenue,HealthQuest Capital(Garheng Kong),Other Devices and Supplies,,"Developer of non-surgical aesthetic equipment designed for non-invasive cosmetic procedures. The company's non-surgical aesthetic equipment offers technology for body contouring, skin tightening, cellulite and scar reduction, skin resurfacing, skin rejuvenation, acne reduction, hair removal and more, enabling aesthetic practitioners to enhance their clinics' offerings with safe, painless and profitable treatment services.","Toronto, Canada",www.venusconcept.com,View company online
120244-33T,Curv (Application Software),12-Aug-2019,Seed Round,Seed Round,1.50,,"The company raised $1.5 million of seed funding in a deal led by Newfund on August 12, 2019. ASICS Ventures Corporation, Globalive Capital, New Stack Ventures, and Angel List Syndicates Fund Syndicate Fund Investment also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,"Angel List Syndicates Fund Syndicate Fund Investment, ASICS Ventures Corporation(Hiro Kageyama), Globalive Capital, New Stack Ventures, Newfund Management(Henri Deshays)",Application Software,"Artificial Intelligence & Machine Learning, Augmented Reality, Big Data, TMT","Provider of an athlete development platform intended to uncover how to build a better and healthier body. The company's platform extracts physical health metrics and predicted health outcomes from video using machine learning, enabling users to track their improvement, compare against others and learn how to optimize their body growth.","Toronto, Canada",www.curv.ai,View company online
119262-07T,Navigate Surgical,09-Aug-2019,Angel (individual),Angel (individual),0.21,,"The company raised $208,025 of angel funding from E-Fund and other undisclosed investors on August 9, 2019.",Completed,Angel-Backed,Generating Revenue,E-Fund,Surgical Devices,Digital Health,"Developer of motion tracking and three-dimension visualization tools designed to help in dental surgical procedures and dental education. The company's tools provide visual, real-time and accurate guidance for dental implant surgery and advanced simulation, enabling doctors to treat dental diseases with precision.","Vancouver, Canada",www.navigatesurgical.com,View company online
123886-00T,Rize Health,07-Aug-2019,Accelerator/Incubator,,0.07,,"The company joined SOSV's RebelBio Accelerator Program as part of Cohort 8 on August 7, 2019 and received GBP 60,000 in funding.",Completed,Accelerator/Incubator Backed,Startup,SOSV(Bill Liao),Business/Productivity Software,Digital Health,"Developer of a patient management platform intended to reinvent how patients and researchers interact. The company's platform matches people with the appropriate clinical trial and offers the ability to participate digitally by introducing onboarding, scheduling, and remote data capture through its application, thereby enabling clinical trials to automate participants onboarding and drastically reduces dropout rates.","London, Canada",www.rizehealth.ca,View company online
119002-06T,Laurent Pharmaceuticals,05-Aug-2019,Later Stage VC,,1.30,,"The company raised $1.30 million of venture funding from Keiretsu Forum, Keiretsu Capital and other undisclosed investor on August 5, 2019.",Completed,Venture Capital-Backed,Clinical Trials - Phase 2,"Keiretsu Capital(Nathan McDonald), Keiretsu Forum",Pharmaceuticals,Life Sciences,"Developer of oral pro-resolving therapies intended to help in treatments of orphan diseases. The company's lead candidate LAU-7b, a first-in-class lipid modulator, works by correcting the defective docosahexaenoic acid (DHA) and regulates inflammation via a pro-resolving mechanism, providing healthcare providers with a new treatment paradigm with potential to resolve inflammation without inducing immunosuppression.","Montreal, Canada",www.laurentpharma.com,View company online
122115-79T,Tevosol,05-Aug-2019,Accelerator/Incubator,,,,"The company joined TMC Innovation as part of its TMCx09 class on August 5, 2019.",Completed,Accelerator/Incubator Backed,Startup,TMC Innovation,Surgical Devices,,"Developer of a portable warm perfusion device designed to transplant human body organs. The company's device uses most advanced transplant technologies to offer better recovery of organs, better resuscitation of dysfunctional organs and offers longer preservation of function with the opportunity for ex-vivo treatment, enabling medical professionals to transplant human body organs with full safety.","Edmonton, Canada",www.tevosol.com,View company online
123783-40T,Aifred Health,01-Aug-2019,Accelerator/Incubator,,,,The company joined Garage+ in August 2019.,Completed,Accelerator/Incubator Backed,Generating Revenue,Garage+,Decision/Risk Analysis,"Artificial Intelligence & Machine Learning, HealthTech, TMT","Developer of a clinical decision aid platform intended to help physicians make better treatment decisions in mental healthcare. The company's platform utilizes machine learning technology that helps doctors and patients track data about mental health treatments that doctors are providing to patients and their responses to them to determine what is most effective for each individual and also helps map that data to best-practice guidelines and uses AI to help personalize treatment options, enabling doctors and physicians to reduce time to patient recovery, thereby decreasing associated costs.","Montreal, Canada",www.aifredhealth.com,View company online
124768-63T,Cyberdontics,01-Aug-2019,Later Stage VC,,,,"The company raised an undisclosed amount of venture funding from Keiretsu Forum on August 1, 2019.",Completed,Venture Capital-Backed,Stealth,Keiretsu Forum,Outcome Management (Healthcare),,"Developer of a dental drill technology intended to automate shaping teeth to accept crowns in a fraction of the time The company's drill technology preserves as much original tooth as possible and improves clinical outcomes for patients via precision tooth grinding, enabling patients to get innovative treatment for their teeth.","Vancouver, Canada",www.cyberdontics.ca,View company online
124527-34T,Mem Labs,01-Aug-2019,Seed Round,Seed Round,,,"The company raised an undisclosed amount of seed funding from Floodgate Fund on August 1, 2019.",Completed,Venture Capital-Backed,Startup,Floodgate Fund,Information Services (B2C),,"Provider of research services intended to investigate how we remember the past and imagine the future. The company investigates questions using neuroimaging, cognitive and neuropsychological methods, working with healthy young and older adults as well as people with memory difficulties due to depression and dementia, enabling older adults to understand why the ability to recognize some emotions is reduced in older age while other emotions are relatively preserved.","Toronto, Canada",www.memorylab.org,View company online
121481-29T,Sequence Bio,30-Jul-2019,Later Stage VC,,1.32,,"The company raised $1.32 million of venture funding from undisclosed investors on July 30, 2019.",Completed,Venture Capital-Backed,Generating Revenue,,Biotechnology,Life Sciences,"Provider of drugs designed to discover better and safer medicines and improve the treatment of a disease. The company's drugs are used to treat complex and inherited diseases, enabling healthcare providers to improve the lives of the patients.","Saint John's, Canada",www.sequencebio.com,View company online
121779-10T,BlueDot,29-Jul-2019,Later Stage VC,Series A,7.00,,"The company raised $7 million of Series A venture funding in a deal led by The Co-operators and BDC Capital on July 29, 2019. Horizons Ventures also participated in the round. The Co-operators and Horizons Ventures also participated in the round. The funding will help the company develop its AI-driven product suite, grow its sales and commercialization efforts in government, healthcare, and insurance, and expand into new global markets.",Completed,Venture Capital-Backed,Generating Revenue,"BDC Capital(Amine Benmoussa), Horizons Ventures, The Co-operators (TSE: CCS.PR.C)(Rob Wesseling)",Decision/Risk Analysis,"Artificial Intelligence & Machine Learning, Big Data, HealthTech, SaaS, TMT","Developer of a global early warning system intended to protect people around the world from infectious diseases with human and artificial intelligence. The company's cloud-based system combines more than 100 datasets with proprietary algorithms to deliver critical insights on the spread of infectious diseases, enabling governments, businesses, healthcare workers and individuals to track, contextualize, and anticipate infectious disease risks like Zika or Ebola.","Toronto, Canada",www.bluedot.global,View company online
